"Date","AQS_SITE_ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CSA_CODE","CSA_NAME","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/15/2011","29-037-0003","1","0.04600","ppm","39.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"03/16/2011","29-037-0003","1","0.05600","ppm","47.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"03/17/2011","29-037-0003","1","0.04300","ppm","36.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"03/18/2011","29-037-0003","1","0.04600","ppm","39.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"03/19/2011","29-037-0003","1","0.03800","ppm","32.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"03/20/2011","29-037-0003","1","0.04100","ppm","35.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"03/21/2011","29-037-0003","1","0.04200","ppm","36.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"03/22/2011","29-037-0003","1","0.04100","ppm","35.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"03/23/2011","29-037-0003","1","0.03500","ppm","30.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"03/24/2011","29-037-0003","1","0.04200","ppm","36.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"03/25/2011","29-037-0003","1","0.03200","ppm","27.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"03/26/2011","29-037-0003","1","0.03400","ppm","29.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"03/27/2011","29-037-0003","1","0.04100","ppm","35.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"03/28/2011","29-037-0003","1","0.04200","ppm","36.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"03/29/2011","29-037-0003","1","0.03900","ppm","33.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"03/30/2011","29-037-0003","1","0.04400","ppm","37.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"03/31/2011","29-037-0003","1","0.04000","ppm","34.00","19","79.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"04/01/2011","29-037-0003","1","0.04800","ppm","41.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"04/02/2011","29-037-0003","1","0.05500","ppm","47.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"04/03/2011","29-037-0003","1","0.05500","ppm","47.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"04/04/2011","29-037-0003","1","0.04300","ppm","36.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"04/05/2011","29-037-0003","1","0.05400","ppm","46.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
"04/06/2011","29-037-0003","1","0.07000","ppm","84.00","24","100.0000","44201","Ozone","312","Kansas City-Overland Park-Kansas City, MO-KS","28140","Kansas City, MO-KS","29","Missouri","037","Cass","38.759760","-94.579970"
